18,3,0,3,0,1,""" bitches get cut off everyday B """,0.060735285,0.76518226,0.1740825
19,3,0,3,0,1,""" black bottle &amp; a bad bitch """,0.05165324,0.7892659,0.15908091
20,3,0,3,0,1,""" broke bitch cant tell me nothing """,0.058424454,0.7714873,0.17008826
21,3,0,3,0,1,""" cancel that bitch like Nino """,0.056171868,0.77685523,0.16697285
22,3,0,3,0,1,""" cant you see these hoes wont change """,0.05451303,0.7817002,0.16378671
23,3,0,3,0,1,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up",0.06938545,0.74671185,0.18390276
24,3,0,3,0,1,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q",0.06826661,0.7468723,0.18486108
25,3,0,2,1,1,""" her pussy lips like Heaven doors "" &#128524;",0.0604464,0.7666941,0.17285956
26,3,0,3,0,1,""" hoe what its hitting for """,0.06641899,0.7503618,0.18321918
27,3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;",0.06943239,0.74604696,0.18452063
28,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """,0.05951068,0.7701685,0.17032087
29,3,0,3,0,1,""" i spend my money how i want bitch its my business """,0.067410894,0.7512184,0.18137074
30,3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """,0.055530936,0.7794515,0.16501755
31,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",0.067982525,0.7488971,0.18312038
32,3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """,0.06283265,0.76268,0.1744874
33,3,0,3,0,1,""" if you're toes ain't done you pussy stinks """,0.056213174,0.7781952,0.1655916
34,3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,0.08132662,0.7192744,0.19939895
35,3,0,3,0,1,""" is that ya bitch """,0.053336028,0.78533465,0.16132922
36,3,0,3,0,1,""" it aint nothing to cut a bitch off """,0.056465782,0.77703047,0.16650376
37,3,0,3,0,1,""" jus meet son now he ya mane ass bitches "" #Shots",0.06783561,0.7497697,0.18239473
38,3,0,2,1,1,""" lames crying over hoes thats tears of a clown """,0.064409055,0.7568591,0.17873183
39,3,0,3,0,1,""" like Snoop said in 94 we dont love these hoes """,0.06087668,0.76688623,0.17223708
40,3,0,1,2,2,""" momma said no pussy cats inside my doghouse """,0.062175002,0.762019,0.17580603
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",0.066271186,0.7508396,0.18288921
42,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",0.08598333,0.7079747,0.20604204
43,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice",0.06276954,0.76081383,0.17641658
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """,0.06273655,0.76079166,0.17647178
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",0.069381796,0.74385667,0.18676156
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """,0.06616419,0.7522308,0.18160498
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,0.066062,0.7534854,0.18045263
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,0.06742564,0.75120056,0.18137375
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,0.061909147,0.7631373,0.17495358
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,0.056535598,0.7775369,0.16592753
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,0.059991326,0.76758915,0.17241953
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",0.07398851,0.7343464,0.19166505
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,0.06309461,0.76123774,0.17566767
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",0.06395135,0.7590253,0.17702328
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",0.06111299,0.7661343,0.17275266
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",0.07819031,0.7252919,0.1965178
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",0.055689782,0.7775439,0.16676626
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",0.06286292,0.7596426,0.17749447
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",0.074051395,0.73487335,0.19107519
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",0.07975698,0.7229628,0.19728029
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",0.06789185,0.7477996,0.18430856
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",0.07700989,0.72935367,0.19363639
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",0.07427218,0.73485893,0.19086894
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",0.06833189,0.74800885,0.18365929
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",0.07715312,0.7276777,0.19516917
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",0.07558631,0.73051643,0.19389726
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",0.070634134,0.7420762,0.1872896
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",0.08369319,0.7125005,0.2038062
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",0.071589574,0.7424027,0.18600777
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",0.07396879,0.73456883,0.19146235
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",0.06599791,0.75386506,0.18013695
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",0.065578185,0.7525201,0.18190178
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",0.08105126,0.720127,0.19882174
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",0.078644894,0.72379905,0.19755603
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",0.07769626,0.72633636,0.19596736
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",0.057392932,0.7735664,0.16904059
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",0.09034848,0.69912475,0.21052678
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",0.06921577,0.746865,0.18391927
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",0.06917269,0.74687093,0.18395631
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",0.07289003,0.7395182,0.18759176
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",0.06510714,0.75730455,0.1775883
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",0.06745777,0.74955046,0.1829918
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",0.0715813,0.7405217,0.18789695
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",0.07780114,0.72655475,0.19564417
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",0.06409852,0.75745946,0.17844197
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",0.08189627,0.7176483,0.20045541
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",0.07129714,0.7396031,0.1890998
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",0.05413663,0.7823178,0.16354558
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0.075976536,0.7295896,0.19443393
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",0.06584491,0.75207794,0.18207718
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",0.07224792,0.7407298,0.18702236
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",0.08582058,0.70796835,0.20621108
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",0.07472327,0.7340615,0.1912153
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",0.08109435,0.7209375,0.19796817
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",0.07593155,0.7306822,0.19338627
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",0.075036,0.7322733,0.19269067
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",0.076315574,0.72866696,0.19501752
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",0.08013756,0.72260815,0.19725432
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",0.059781,0.77010137,0.17011769
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",0.07425775,0.73568517,0.19005708
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",0.06874007,0.7481252,0.18313482
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",0.082346536,0.7182043,0.19944912
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",0.086369544,0.7084619,0.20516859
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",0.07581888,0.7321529,0.19202828
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",0.0685759,0.7488891,0.182535
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",0.06769011,0.7487785,0.1835313
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",0.094641246,0.6900174,0.21534133
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",0.062184498,0.7637929,0.17402264
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",0.070933394,0.7428093,0.18625732
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0.078632146,0.72355735,0.19781044
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",0.0587516,0.7707805,0.17046793
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",0.06015455,0.76865333,0.17119211
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",0.05739481,0.77392006,0.16868512
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",0.07731414,0.7274689,0.19521692
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",0.08002874,0.7225818,0.19738942
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",0.06107994,0.76531816,0.17360188
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",0.06733467,0.751654,0.18101129
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",0.08031439,0.7186998,0.20098588
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",0.06793732,0.74903053,0.18303213
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",0.08947678,0.70027274,0.21025038
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",0.072143406,0.73883164,0.18902494
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",0.09138675,0.6976357,0.2109776
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",0.069643214,0.7444624,0.18589443
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",0.08652168,0.70824224,0.20523608
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",0.06364021,0.7602254,0.1761343
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",0.07025437,0.7445068,0.1852388
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",0.072355896,0.7401916,0.18745254
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",0.06956994,0.74537003,0.18506005
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",0.07326493,0.7373551,0.18937998
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",0.06402769,0.7587677,0.17720465
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",0.07433558,0.7357557,0.18990874
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",0.06869189,0.7487469,0.18256122
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",0.06409884,0.7589452,0.17695598
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",0.067941196,0.74812436,0.18393436
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",0.06141623,0.76620495,0.17237881
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",0.05673467,0.7778097,0.16545568
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",0.06152373,0.76499224,0.17348409
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",0.0756783,0.730276,0.19404572
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",0.0844056,0.7127502,0.20284423
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",0.07577701,0.73087364,0.19334933
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",0.087312,0.7053229,0.20736502
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",0.07156531,0.74054277,0.18789183
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",0.056873914,0.7770401,0.16608593
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",0.07484498,0.73311377,0.19204123
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",0.07333745,0.73645097,0.19021165
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",0.06711072,0.7509306,0.18195876
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",0.07330755,0.73631066,0.19038178
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",0.074114926,0.7345936,0.19129156
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",0.0929007,0.6938918,0.21320745
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",0.071399085,0.74168533,0.18691558
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",0.06559262,0.7550297,0.17937765
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",0.08780136,0.70395267,0.20824598
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",0.094415486,0.69158095,0.2140036
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",0.070896536,0.74385756,0.18524596
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",0.08008523,0.7212385,0.19867632
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",0.059015404,0.7707785,0.17020611
159,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",0.06751805,0.75174606,0.18073584
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",0.09901292,0.68137044,0.21961664
161,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",0.08256859,0.7163484,0.201083
162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",0.083120786,0.7152457,0.20163354
163,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",0.06847895,0.7487581,0.18276298
164,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",0.08260414,0.71683455,0.20056131
165,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",0.06398384,0.7575617,0.17845443
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",0.081143074,0.7188333,0.20002356
167,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",0.0740915,0.7371557,0.1887528
168,3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",0.07999762,0.72305673,0.19694561
169,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",0.06464941,0.7565705,0.17878005
170,3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",0.060887862,0.7662006,0.17291151
171,3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",0.07672013,0.72866577,0.1946141
172,3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",0.062295027,0.7631369,0.17456803
173,6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",0.084479004,0.7127861,0.20273498
174,3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",0.063945465,0.75642186,0.17963271
175,3,0,3,0,1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",0.09737092,0.6852405,0.21738854
176,3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",0.060619067,0.76574045,0.17364046
177,3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",0.06424046,0.7582725,0.17748696
178,3,0,3,0,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",0.06049981,0.7647597,0.17474052
179,3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",0.088199586,0.70381,0.2079904
180,3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",0.06336109,0.7591698,0.17746906
181,3,0,3,0,1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",0.068553865,0.74630535,0.18514076
182,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",0.09080755,0.7001042,0.20908831
183,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",0.09021317,0.6998745,0.20991227
184,3,0,3,0,1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",0.081868544,0.71839625,0.19973518
185,3,0,3,0,1,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",0.08033939,0.72155005,0.19811052
